IdNumber_Numero-db|MikanNumber_Numero-MIKAN|Title-Titre|Image-Number_Numero-Image|ImageUrl|Access_Condition-acces|Branch_Service|DateIssued_Date|Description|Location_Endroit|Photographer_Photographe|Subject_Sujet
50|3194290|Captain A.W. Hardy, Edmonton, AB, Medical Officer with the West Nova Scotia Regiment, lying wounded, with Pte. W.E. Dexter, a unit stretcher-bearer who was wounded in the head, Santa-Cristina D'Aspromonte, Italy, 8 September 1943.|a115198|http://central.bac-lac.gc.ca/.item/?op=img&id=a115198|Credit: Lieut. Terry F. Rowe / Canada.  Dept. of National Defence / Library and Archives Canada / PA-115198       @Restrictions on use: Nil       @Copyright: Expired|Army|September 8, 1943.||Santa-Cristina D'Aspromonte, Italy:|Rowe, Terry F.|Military - Medical.@Hardy, A.W.@Italy - Santa-Cristina D'Aspromonte.@Army.
51|3194294|Unidentified soldiers landing at Arromanches, France, 23 July 1944.|a116514|http://central.bac-lac.gc.ca/.item/?op=img&id=a116514|Credit: Lieut. H. Gordon Aikman / Canada.  Dept. of National Defence / Library and Archives Canada / PA-116514       @Restrictions on use: Nil       @Copyright: Expired|Army|July 23, 1944.||Arromanches, France,:|Aikman, H. Gordon.|MILITARY - OPERATIONS - LAND - 1944/07/23.@TRANSP. - LAND - BRIDGES.@Army.
52|3194300|Infantrymen of The Queen’s Own Cameron Highlanders of Canada going ashore during Operation JUBILEE, the raid on Dieppe, France, 19 August 1942.|a113245|http://central.bac-lac.gc.ca/.item/?op=img&id=a113245|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-113245       @Restrictions on use: Nil       @Copyright: Expired|Army|August 19, 1942.||Dieppe, France:|Royal, Frank.|MILITARY - OPERATIONS - COMBINED - 1942/08/19.@MILITARY - UNITS - CAMERON HIGHLANDERS - 1942/08/19.@Army.
53|3194316|Unidentified personnel of the cruiser H.M.C.S. UGANDA setting shell fuses before the bombardment of Truk, Caroline Islands, 23 June 1945.|a114920|http://central.bac-lac.gc.ca/.item/?op=img&id=a114920|Credit: Lt Gerald Milne Moses / Canada.  Dept. of National Defence / Library and Archives Canada /  PA-114920       @Restrictions on use: Nil       @Copyright: Expired|Navy|June 23, 1945.||Truk (vicinity),:|Moses, Gerald Milne, 1913-1994.|MILITARY - OPERATIONS - SEA - 1945/06/03.@TRANSPORTATION - WATER - H.M.C.S. "UGANDA".@AMMUNITION - SHELLS.@Royal Canadian Navy (R.C.N.)
54|3194343|Lieutenant Jack Beveridge, who was wounded by an exploding mine, being brought aboard H.M.C.S. PRINCE DAVID off Bernières-sur-Mer, France, 6 June 1944.|a131500|http://central.bac-lac.gc.ca/.item/?op=img&id=a131500|Credit: Donovan J. Thorndick / Canada.  Dept. of National Defence / Library and Archives Canada / PA-131500       @Restrictions on use: Nil       @Copyright: Expired|Navy|June 6, 1944.||Bernières-sur-Mer, France (vicinity),:|Thorndick, Donovan James.|MILITARY - PERSONNEL - CASUALTIES - 1944/06/06.@MILITARY - OPERATIONS - SEA - 1944/06/06.@Royal Canadian Navy (R.C.N.)
55|3194344|Privates G.M. Godere and H. Couture administering tetanus anti-toxin to Private W.R. Van Horne of the Calgary Highlanders at the Casualty Clearing Post of the 18th Field Ambulance, Royal Canadian Army Medical Corps (R.C.A.M.C.), near the causeway between Beveland and Walcheren, Netherlands, 1 November 1944.|a131260|http://central.bac-lac.gc.ca/.item/?op=img&id=a131260|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-131260       @Restrictions on use: Nil       @Copyright: Expired|Army|November 1, 1944.||Beveland Peninsula, Netherlands,:|Bell, Ken.|MILITARY - PERSONNEL - CASUALTIES - 1944/11/01.@Army.
56|3194346|Personnel of the Irish Regiment of Canada standing in front of a German roadblock and anti-tank ditch, near Otterloo, Netherlands, 16 April 1945.|a115442-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a115442-v6|Credit: Capt. Jack H. Smith / Canada. Dept. of National Defence / Library and Archives Canada / PA-115442       @Restrictions on use: Nil       @Copyright: Expired|Army|April 16, 1945||Otterloo, Netherlands (vicinity),|Canada.  Dept. of National Defence.|Military - Units - Army - Irish Regiment of Canada.@Netherlands - Otterloo - Environs.@Army.
57|3194460|Funeral of Sergeant Jimmy Campbell of The Canadian Army Film and Photo Unit, Fleury-sur-Orne, France, 22 July 1944.|a130160|http://central.bac-lac.gc.ca/.item/?op=img&id=a130160|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-130160       @Restrictions on use: Nil       @Copyright: Expired|Army|July 22, 1944.||Fleury-sur-Orne, France,:|Bell, Ken.|MILITARY - PERSONNEL - GRAVES - 1944/07/22.@FRANCE - FLEURY-SUR-ORNE.@Houston, Capt.@Army.
58|3194481|Personnel of the Royal Canadian Army Medical Corps treating "casualties" during the final rehearsal for Operation JUBILEE, the raid on Dieppe. England, August 1942.|a113242|http://central.bac-lac.gc.ca/.item/?op=img&id=a113242|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-113242       @Restrictions on use: Nil       @Copyright: Expired|Army|August, 1942.||England:|Unknown.|MILITARY - TRAINING - ARMY - 1942/08.@MILITARY - MEDICAL - 1942/08.@Army.
59|3194482|Canadian infantrymen disembarking from a landing craft during a training exercise before Operation JUBILEE, the raid on Dieppe, France. England, August 1942.|a113243|http://central.bac-lac.gc.ca/.item/?op=img&id=a113243|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-113243       @Restrictions on use: Nil       @Copyright: Expired|Army|August 1942.||England,:|D.N.D.|MILITARY - TRAINING - ARMY - 1942/08.@TRANSP. - WATER - LANDING CRAFT.@Army.
60|3194760|Infantrymen of Le Régiment de la Chaudière an a Landing Craft Assault (LCA) alongside H.M.C.S. PRINCE DAVID off the coast of England, 9 May 1944.|a131504|http://central.bac-lac.gc.ca/.item/?op=img&id=a131504|Credit: Lieut. Richard G. Arless / Canada. Dept. of National Defence / Library and Archives Canada / PA-131504       @Restrictions on use: Nil       @Copyright: Expired|Army|May 9, 1944.||England (vicinity):|Arless, Richard Graham, 1919-|MILITARY - UNITS - REGIMENT DE LA CHAUDIERE - 1944/05/09.@MILITARY - OPERATIONS - COMBINED - 1944/05/09.@TRANSP. - WATER - LANDING CRAFT.@Army.
61|3194761|Dutch civilians attending the burial of 55 infantrymen of "A" Company, The Black Watch (Royal Highland Regiment) of Canada, Ossendrecht, Netherlands, 26 October 1944.|a137650|http://central.bac-lac.gc.ca/.item/?op=img&id=a137650|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-137650       @Restrictions on use: Nil       @Copyright: Expired|Army|October 26, 1944.||Ossendrecht, Netherlands:|Bell, Ken.|Army.
62|3194855|Infantrymen of The Toronto Scottish Regiment embarking in H.M. Troopship EMPRESS OF AUSTRALIA en route to Britain. Halifax, Nova Scotia, Canada, 7 December 1939.|a137186|http://central.bac-lac.gc.ca/.item/?op=img&id=a137186|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-137186       @Restrictions on use: Nil       @Copyright: Expired|Army|December 7, 1939.||Halifax, Nova Scotia, Canada:|DND.|MIL. - OPS. - COMBINED - 1939/12.@Army.
63|3194864|Dutch children dressed in orange paper hats and ribbons to celebrate the 2nd Canadian Infantry Division’s liberation of Goes, Netherlands, 30 October 1944.|a137919|http://central.bac-lac.gc.ca/.item/?op=img&id=a137919|Credit: Lieut. Ken Bell / Canada. Dept. of National Defence / Library and Archives Canada / PA-137919       @Restrictions on use: Nil       @Copyright: Expired|Army|October 30, 1944.||Goes, Netherlands,:|Bell, Ken.|NETHERLANDS - GOES.@MIL. - OPS. - LAND - 1944/10/30.@Army.
64|3198828|Infantrymen of the 7th Canadian Infantry Brigade and a German prisoner in a Universal Carrier, Authie, France, 9 July 1944.|a132860-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132860-v6|Credit: Lieut. H. Gordon Aikman / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132860       @Restrictions on use: Nil       @Copyright: Expired|Army|July 9, 1944.||Authie, France,:|Aikman, H. Gordon.|Mil. - Ops. - Land - 1944/07/09.@Mil. - Personnel - P.O.W.'s - 1944/07/09.@Transp. - Land - A.P.C.'s/.@Army.
65|3198833|Private R.O. Potter of The Highland Light Infantry of Canada repairing his bicycle, France, 20 June 1944.|a133100-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133100-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133100       @Restrictions on use: Nil       @Copyright: Expired|Army|June 20, 1944.||France,:|Bell, Ken.|Potter.@Mil. - Personnel - General - 1944/06/20.@Transp. - Land - Bicycles.@Army.
66|3198835|Platoon commander Lieutenant J.H. Chrystler (centre) issuing patrol instructions to Sergeant F.C. Edminston and Private L.J.L. Coté, all of The Highland Light Infantry of Canada, France, 20 June 1944.|a133104-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133104-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133104       @Restrictions on use: Nil       @Copyright: Expired|Army|June 20, 1944.||France,:|Bell, Ken.|Mil. - Ops. - Land - 1944/06/20.@Edminston, F.C.@Coté, L.J.L.@Chrystler, J.H.@Army.
67|3198841|Infantrymen of The Highland Light Infantry of Canada having a beer at rest camp, Vaucelles, France, 4 August 1944.|a132844-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132844-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132844       @Restrictions on use: Nil       @Copyright: Expired|Army|August 4, 1944.|(L-R): Privates Franck Richards, Ted Spottiswood, Rae Law, Elgin Lee, Sergeants Ron Thomas and Lionel Lymburner|Vaucelles, France,:|Dean, Michael M.|Mil. - Personnel - Recreation - 1944/08/04.@Mil. - Units - 2nd Canadian Div. - 1944/08/04.@Army.
68|3198843|Personnel of the Canadian Women's Army Corps (C.W.A.C.) who are members of the Canadian Army "Invasion Revue" Show, Banville, France, 30 July 1944.|a132838-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132838-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132838       @Restrictions on use: Nil       @Copyright: Expired|Army|July 30, 1944.|(L-R): Privates Enid Powell and Muriel Stuart, Sergeant Linda Tuero, Privates Vera Cartwright and Virginia Stansell|Banville, France,:|Bell, Ken.|MIL. - UNITS - C.W.A.C. -1944/07/30.@Army.
69|3198844|Personnel of the Canadian Army "Invasion Revue" Show, Banville, France, 30 July 1944.|a132839-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132839-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132839       @Restrictions on use: Nil       @Copyright: Expired|Army|July 30, 1944.||Banville, France,:|Bell, Ken.|Mil. - Personnel - Entertainment - 1944/07/30.@Cartwright, Vera.@Powell, Enid.@Shuster, Frank.@Wayne, Johnny.@Wickberg, Ralph.@Army.
70|3198847|Staff of the Neuropsychiatric Wing, No.10 Canadian General Hospital, Royal Canadian Army Medical Corps (R.C.A.M.C.), Bayeux, France, 2 August 1944.|a132842-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132842-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132842       @Restrictions on use: Nil       @Copyright: Expired|Army|August 2, 1944.|(Front row, L-R): Nursing Sisters Mary Dowie, “Joe” Cameron, Effie Smallwood, Kathleen Drexler. (Centre row, L-R): Nursing Sisters “Don” Simpson, Winonah Lindsay, Margaret Jobbins, Margaret Stewart. (Rea row, L-R): Captain A.M. Johnson, Majors G.S. Burton and Allan Walters|Bayeux, France,:|Bell, Ken.|Mil. - Medical - 1944/08/02.@Army.
71|3198865|Infantrymen of The Highland Light Infantry of Canada manning a six-pounder anti-tank gun during a training exercise, England, 13 April 1944.|a133118-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133118-v6|Credit: Lieut. Donald I. Grant / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133118       @Restrictions on use: Nil       @Copyright: Expired|Army|April 13, 1944.|(L-R): Private R.J. Cullaton, Sergeant J.B. Davidson, Private P.E. Karn.|England:|Grant, Donald I.|Mil. - Units - Highland Light Infantry - 1944/04/13.@Mil. - Training - Army - 1944/04/13.@Weapons - Armaments - Anti-tank.@Army.
72|3198866|Private G.K. McCaw of The Highland Light Infantry of Canada loading a six-pounder anti-tank gun during a training exercise, England, 13 April 1944.|a133119-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133119-v6|Credit: Lieut. Donald I. Grant / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133119       @Restrictions on use: Nil       @Copyright: Expired|Army|April 13, 1944.||England:|Grant, Donald I.|McCaw, G.K.@Mil. - Training - Army - 1944/04/13.@Weapons - Armaments - Anti-tank.@Army.
73|3198871|Infantrymen of The Regina Rifle Regiment en route to France studying a map of Courseulles-sur-Mer,  France, ca. 8-10 June 1944.|a132799-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132799-v6|Credit: Lieut. Donald I. Grant / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132799       @Restrictions on use: Nil       @Copyright: Expired|Army|June 8-10, 1944.||France,:|Grant, Donald I.|Mil. - Ops. - Combined - 1944/06/08-10.@Army.
74|3198872|An unidentified infantryman of the 9th Canadian Infantry Brigade writing a letter home from the Normandy beachhead, France, ca. 8-9 June 1944.|a132800-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a132800-v6|Credit: Lieut. Frank L. Dubervill / Canada.  Dept. of National Defence / Library and Archives Canada / PA-132800       @Restrictions on use: Nil       @Copyright: Expired|Army|[ca. June 8-9, 1944]||Normandy, France:|Dubervill, Frank L.|Mil. - Personnel - Recreation - 1944/06/08-09.@Mil. - Units - 9th Canadian Infantry Brigade - 1944/06/08-09.@Army.
75|3198933|Infantrymen of “B” Company, The Highland Light Infantry of Canada, examining an abandoned German machine gun near the Afsluitsdijk across the Zuiderzee, Netherlands, 19 April 1945.|a133283-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133283-v6|Credit: Lieut. Donald I. Grant / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133283       @Restrictions on use: Nil       @Copyright: Expired|Army|April 19, 1945.|(L-R): Private M. Upper, Corporal W.J. Lutz, Private F.W. Gibson|Zuiderzee, Netherlands,:|Grant, Donald I.|Mil. - Units - Highland Light Infantry - 1945/04/19.@Weapons - Small Arms - Machine Guns.@Army.
76|3198956|Private V.P. Blough of The Cameron Highlanders of Ottawa (M.G.) evacuating civilians in a captured German truck, Calais, France, 29 September 1944.|a133929-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133929-v6|Credit: Lieut. Donald I. Grant / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133929       @Restrictions on use: Nil       @Copyright: Expired|Army|September 29, 1944.||Calais, France:|Grant, Donald I.|Mil. - Ops. - Land - 1944/09/29.@Blough, V.P.@Mil. - Units - Cameron Highlanders - 1944/09/29.@Army.
77|3198974|Rifleman N.R. Menard of The Queen’s Own Rifles of Canada dispalying detonators clipped to the demolition charges on a bridge, Calais, France, 1 October 1944.|a133949-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a133949-v6|Credit: Lieut. Donald I. Grant / Canada.  Dept. of National Defence / Library and Archives Canada / PA-133949       @Restrictions on use: Nil       @Copyright: Expired|Army|October 1, 1944.||Calais, France,:|Grant, Donald I.|Mannard, N.R.@Mil. - Ops. - Land - 1944/10/01.@Weapons - Ammunition - Demolition charges.@Army.
78|3199106|Unidentified aircrew with Consolidated Canso A aircraft  9752, "Shady Lady," of No. 4 (BR) Squadron, RCAF.|a136644-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a136644-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-136644       @Restrictions on use: Nil       @Copyright: Expired|Air Force|May 21, 1944.||Ucluelet, British Columbia:|Unknown.|Transp. - Air - Canso.@Mil. - Units - Air Force - Gen. - 1944/05/21.@Royal Canadian Airforce (R.C.A.F.)
79|3199145|Marchpast of cadets at the closing inspection of the Officer Cadet Training Unit, Aldershot, England, March 1942.|a136811-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a136811-v6|Credit: Lieut. Laurie A. Audrain / Canada.  Dept. of National Defence / Library and Archives Canada / PA-136811       @Restrictions on use: Nil       @Copyright: Expired|Army|March 1942.||Aldershot, England:|Audrain, Laurie A.|Ceremonies - Mil. - Inspections - 1942.@Mil. - Personnel - Cadets - 1942.@Army.
80|3199149|Private F.G.J. Lane of The Highland Light Infantry of Canada milking Rosie, one of the cows who was trapped between German and Canadian lines in Normandy, France, 20 June 1944.|a136845-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a136845-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-136845       @Restrictions on use: Nil       @Copyright: Expired|Army|June 20, 1944.||Normandy, France,:|Bell, Ken.|Agriculture - Activities - General.@Mil. - Personnel - General - 1944/06/20.@Lane, F.G.J.@Army.
81|3199153|H/Captain John M. Anderson, Chaplain of The Highland Light Infantry of Canada, with members of the unit’s Regimental Aid Party listening to a gramophone, Caen, France, 15 July 1944.|a136849-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a136849-v6|Credit: Lieut. H. Gordon Aikman / Canada.  Dept. of National Defence / Library and Archives Canada / PA-136849       @Restrictions on use: Nil       @Copyright: Expired|Army|July 15, 1944.||Caen, France:|Aikman, H. Gordon.|Mil. - Personnel - Recreation - 1944/07/15.@Anderson, John M.@Mil. - Units - 3 Canadian Inf. Div. - 1944/07/15.@Army.
